8 5 4
1 TacTex 3.0 13 0.8158288300102968 2.069421346409199 3.0 13.0 6.5
2 hermes 1.0 342 1.1274894001330136 375.0 1.0 342.0 171.0
3 tau 4.066326530612245 196 0.6308220604653818 10.504484790671183 4.25 196.0 98.0
4 Schlemazl 2.508595988538682 698 0.6562232548574484 200.0 2.5 698.0 349.0
5 EDAAgent 1.489971346704871 698 1.066474837763081 1500.0 1.4 698.0 349.0
6 CrocodileAgent 3.803767660910518 637 0.5251936598301477 56.0 3.857142857142857 637.0 318.5
7 AA-HEU NaN 0 0.0 1.7976931348623157E308 NaN 0.0 1.0
8 Mertacor NaN 0 0.14786310246230405 1.7976931348623157E308 NaN 0.0 1.0
