8 5 4
1 TacTex 4.0 25 0.8673069064146748 2.2 NaN 25.0 12.5
2 hermes 1.1993127147766323 873 0.8797772424248366 1572.4171854056071 1.1 873.0 436.5
3 tau 4.25 100 0.6740195136827285 9.944850792368767 NaN 100.0 50.0
4 Schlemazl 1.0 174 0.895077439398831 200.0 1.0 174.0 87.0
5 EDAAgent 2.1993127147766325 873 0.8701571354511887 1500.0 2.1 873.0 436.5
6 CrocodileAgent 3.7417218543046356 302 0.6572555048115815 20.0 4.0 302.0 151.0
7 AA-HEU NaN 0 0.0 1.7976931348623157E308 NaN 0.0 1.0
8 Mertacor NaN 0 0.43735658744600137 1.7976931348623157E308 NaN 0.0 1.0
