8 5 4
1 TacTex 4.0 7 0.7723941441111454 1.9919049486198472 NaN 7.0 3.5
2 hermes 1.0726256983240223 179 0.9834728172771966 252.18812781893402 1.0 179.0 89.5
3 tau NaN 0 0.42498569467133596 7.53186091312316 NaN 0.0 1.0
4 Schlemazl 3.111731843575419 179 0.6422999852896584 200.0 3.0 179.0 89.5
5 EDAAgent 2.0726256983240225 179 0.793127102961667 1500.0 2.0 179.0 89.5
6 CrocodileAgent 1.0 13 1.0274014417789026 20.0 NaN 13.0 6.5
7 AA-HEU NaN 0 0.0 1.7976931348623157E308 NaN 0.0 1.0
8 Mertacor NaN 0 0.44730689810161256 1.7976931348623157E308 NaN 0.0 1.0
