8 5 4
1 TacTex NaN 0 0.22418140741906434 59.25 NaN 0.0 1.0
2 hermes NaN 0 0.11595772220162011 150.0 NaN 0.0 1.0
3 tau NaN 0 0.30849082788989696 24.624194317235837 NaN 0.0 1.0
4 Schlemazl 1.0 171 0.8000872336020339 100.0 1.0 171.0 85.5
5 EDAAgent 1.6812749003984064 251 0.45958601628004336 1500.0 1.5 251.0 125.5
6 CrocodileAgent 2.681274900398406 251 0.38228950523607663 140.0 2.5 251.0 125.5
7 AA-HEU NaN 0 0.0 1.7976931348623157E308 NaN 0.0 1.0
8 Mertacor NaN 0 0.30401378127012213 1.7976931348623157E308 NaN 0.0 1.0
