1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

4.442072226570848,0,0,0
4.442072226570848,0,0,0
3.331554169928136,0,0,0
4.442072226570848,0,0,0
9.439574954396903,17.530639201022822,0,0
9.846019046463995,40.79065033535087,0,0
8.284245106574312,97.75409225757701,106.03833736415136,0
4.0,0,0,0
4.0,0,0,0
3.0,0,0,0
4.0,0,0,0
7.0,13.0,0,0
7.0,29.0,0,0
5.0,59.0,64.0,0
0.47368421052631576,0,0,0
0.0,0,0,0
0.0,0,0,0
1.4210526315789473,0,0,0
0.9473684210526315,1.4210526315789478,0,0
1.4210526315789476,8.526315789473683,0,0
2.3684210526315788,17.526315789473685,17.526315789473685,0
