1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
8.955675276350386,51.17528729343073,0,0
9.571920397428434,99.82145557318206,170.92714995407866,0
8.180825770908012,98.16990925089607,222.26349749250957,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
7.0,40.0,0,0
7.0,73.0,125.0,0
5.0,60.0,142.0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
1.894736842105263,16.57894736842105,0,0
1.894736842105263,27.94736842105263,47.8421052631579,0
2.3684210526315788,21.31578947368421,52.10526315789474,0
