1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
9.177241073677157,99.63861737135181,170.43447708257568,0
9.177241073677157,99.63861737135181,171.74551152167243,0
9.471148244321904,99.44705656538008,298.3411696961393,426.2016709944843
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
7.0,76.0,130.0,0
7.0,76.0,131.0,0
6.0,63.0,189.0,270.0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.7199999999999999,1.4399999999999982,2.8800000000000003,0
0.0,2.1600000000000006,2.8799999999999994,0
0.7199999999999998,1.0799999999999987,6.479999999999999,10.799999999999994
