1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

8.0,38.0,0,0
8.0,53.0,0,0
8.0,43.0,0,0
8.0,45.0,0,0
7.0,74.0,128.0,0
6.0,67.0,165.0,0
6.0,66.0,167.0,0
2.52,10.8,0,0
2.16,15.840000000000002,0,0
1.7999999999999998,13.68,0,0
2.52,14.759999999999998,0,0
2.1599999999999997,21.240000000000002,38.519999999999996,0
1.7999999999999998,21.959999999999997,50.75999999999999,0
1.7999999999999998,19.8,54.36,0
