1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
9.448122055227458,10.62913731213089,0,0
9.13823423511959,45.69117117559792,0,0
9.501736825615067,63.79737582912974,0,0
8.912848730910701,99.82390578619972,167.5615561411208,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
8.0,9.0,0,0
7.0,35.0,0,0
7.0,47.0,0,0
5.0,56.0,94.0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
1.44,1.0799999999999996,0,0
1.4399999999999997,8.64,0,0
1.7999999999999998,10.44,0,0
1.44,13.32,24.84,0
