"Day","Description","ManuPreference","CompPreference","AvgUserCount","UserCountStdDev"
"10","F0","flat","audio","461.2000","353.8516"
"10","F0","flat","dvd","534.0625","409.4975"
"10","F0","flat","tv","532.3500","422.2868"
"10","F0","lioneer","audio","529.1250","420.6717"
"10","F0","lioneer","dvd","500.1125","364.6314"
"10","F0","lioneer","tv","575.9625","400.8883"
"10","F0","pg","audio","520.4500","381.5678"
"10","F0","pg","dvd","545.1875","428.1288"
"10","F0","pg","tv","439.3000","357.7676"
"10","F1","flat","audio","370.6125","226.6096"
"10","F1","flat","dvd","378.4375","223.5774"
"10","F1","flat","tv","358.9500","200.4575"
"10","F1","lioneer","audio","374.2000","207.9387"
"10","F1","lioneer","dvd","364.5125","217.0429"
"10","F1","lioneer","tv","398.9250","216.7893"
"10","F1","pg","audio","378.9000","220.9266"
"10","F1","pg","dvd","370.0750","211.4542"
"10","F1","pg","tv","327.6500","195.0131"
"10","F2","flat","audio","315.6750","181.1919"
"10","F2","flat","dvd","290.3500","165.5419"
"10","F2","flat","tv","285.0375","154.5952"
"10","F2","lioneer","audio","315.4250","170.3482"
"10","F2","lioneer","dvd","294.5750","155.9339"
"10","F2","lioneer","tv","320.0125","176.4639"
"10","F2","pg","audio","296.2500","151.3653"
"10","F2","pg","dvd","307.1000","159.9052"
"10","F2","pg","tv","266.9125","133.6309"
"10","Informational Search","flat","audio","419.0000","642.7275"
"10","Informational Search","flat","dvd","318.7125","519.1807"
"10","Informational Search","flat","tv","249.4000","406.9721"
"10","Informational Search","lioneer","audio","306.2625","484.3667"
"10","Informational Search","lioneer","dvd","300.9750","501.7131"
"10","Informational Search","lioneer","tv","336.0750","523.9764"
"10","Informational Search","pg","audio","353.0750","579.1690"
"10","Informational Search","pg","dvd","287.0000","464.9402"
"10","Informational Search","pg","tv","273.7625","465.5680"
"10","Non-Searching","flat","audio","8289.8250","895.7018"
"10","Non-Searching","flat","dvd","8336.8625","925.0681"
"10","Non-Searching","flat","tv","8428.8375","893.0083"
"10","Non-Searching","lioneer","audio","8328.6000","903.9059"
"10","Non-Searching","lioneer","dvd","8400.4125","841.9636"
"10","Non-Searching","lioneer","tv","8212.4875","886.9354"
"10","Non-Searching","pg","audio","8309.1625","963.3504"
"10","Non-Searching","pg","dvd","8342.3500","955.1487"
"10","Non-Searching","pg","tv","8565.9500","855.6720"
"10","Transacted","flat","audio","143.6875","75.0129"
"10","Transacted","flat","dvd","141.5750","72.5308"
"10","Transacted","flat","tv","145.4250","82.3658"
"10","Transacted","lioneer","audio","146.3875","67.8709"
"10","Transacted","lioneer","dvd","139.4125","71.8689"
"10","Transacted","lioneer","tv","156.5375","75.9824"
"10","Transacted","pg","audio","142.1625","71.1097"
"10","Transacted","pg","dvd","148.2875","83.8147"
"10","Transacted","pg","tv","126.4250","62.5427"
"11","F0","flat","audio","549.6000","392.7328"
"11","F0","flat","dvd","541.8750","395.3930"
"11","F0","flat","tv","506.7750","396.6812"
"11","F0","lioneer","audio","532.4125","395.0381"
"11","F0","lioneer","dvd","510.0875","365.8908"
"11","F0","lioneer","tv","582.3500","401.6748"
"11","F0","pg","audio","557.5125","446.8183"
"11","F0","pg","dvd","536.5500","426.9736"
"11","F0","pg","tv","456.3375","387.0594"
"11","F1","flat","audio","376.0500","210.7687"
"11","F1","flat","dvd","383.8625","224.3693"
"11","F1","flat","tv","364.9625","210.1767"
"11","F1","lioneer","audio","382.3375","214.3868"
"11","F1","lioneer","dvd","371.1125","208.5007"
"11","F1","lioneer","tv","409.8125","205.8026"
"11","F1","pg","audio","386.5500","219.1245"
"11","F1","pg","dvd","377.4875","219.5527"
"11","F1","pg","tv","328.9875","198.3175"
"11","F2","flat","audio","333.1375","181.0859"
"11","F2","flat","dvd","310.5750","167.1029"
"11","F2","flat","tv","299.7500","155.7098"
"11","F2","lioneer","audio","329.5875","175.0407"
"11","F2","lioneer","dvd","309.7875","161.7880"
"11","F2","lioneer","tv","336.7875","176.3493"
"11","F2","pg","audio","316.3125","158.8132"
"11","F2","pg","dvd","320.4625","160.6589"
"11","F2","pg","tv","278.8250","140.5453"
"11","Informational Search","flat","audio","365.0500","545.9260"
"11","Informational Search","flat","dvd","237.4875","386.8419"
"11","Informational Search","flat","tv","264.7250","456.4996"
"11","Informational Search","lioneer","audio","240.3500","406.9638"
"11","Informational Search","lioneer","dvd","344.2750","550.1590"
"11","Informational Search","lioneer","tv","280.8000","442.4153"
"11","Informational Search","pg","audio","268.8375","433.1475"
"11","Informational Search","pg","dvd","310.2750","497.8277"
"11","Informational Search","pg","tv","277.5000","452.1532"
"11","Non-Searching","flat","audio","8242.6000","880.3595"
"11","Non-Searching","flat","dvd","8399.7500","902.3160"
"11","Non-Searching","flat","tv","8447.6125","909.1634"
"11","Non-Searching","lioneer","audio","8392.9875","850.9851"
"11","Non-Searching","lioneer","dvd","8343.6250","863.9227"
"11","Non-Searching","lioneer","tv","8257.8500","883.1268"
"11","Non-Searching","pg","audio","8346.9875","925.3994"
"11","Non-Searching","pg","dvd","8333.2750","967.7592"
"11","Non-Searching","pg","tv","8551.3375","878.4315"
"11","Transacted","flat","audio","133.5625","70.5228"
"11","Transacted","flat","dvd","126.4500","65.2867"
"11","Transacted","flat","tv","116.1750","60.0945"
"11","Transacted","lioneer","audio","122.3250","63.9347"
"11","Transacted","lioneer","dvd","121.1125","61.1341"
"11","Transacted","lioneer","tv","132.4000","62.6920"
"11","Transacted","pg","audio","123.8000","60.3472"
"11","Transacted","pg","dvd","121.9500","64.5137"
"11","Transacted","pg","tv","107.0125","50.6635"
"12","F0","flat","audio","578.2500","401.6184"
"12","F0","flat","dvd","504.4375","374.9014"
"12","F0","flat","tv","492.6375","398.5918"
"12","F0","lioneer","audio","499.6625","371.0596"
"12","F0","lioneer","dvd","539.8250","397.2870"
"12","F0","lioneer","tv","555.2250","393.2052"
"12","F0","pg","audio","530.3000","415.6195"
"12","F0","pg","dvd","538.1750","423.3108"
"12","F0","pg","tv","469.3625","383.2935"
"12","F1","flat","audio","387.8750","199.6406"
"12","F1","flat","dvd","378.8875","220.7685"
"12","F1","flat","tv","365.2250","214.7777"
"12","F1","lioneer","audio","377.4000","209.8779"
"12","F1","lioneer","dvd","374.3875","196.2832"
"12","F1","lioneer","tv","407.6750","201.8130"
"12","F1","pg","audio","389.8875","222.9474"
"12","F1","pg","dvd","382.9125","228.3063"
"12","F1","pg","tv","332.1125","209.7192"
"12","F2","flat","audio","338.1500","175.5266"
"12","F2","flat","dvd","314.0250","165.4556"
"12","F2","flat","tv","304.8500","159.1919"
"12","F2","lioneer","audio","332.7375","169.5647"
"12","F2","lioneer","dvd","319.6375","161.3812"
"12","F2","lioneer","tv","342.8875","175.6221"
"12","F2","pg","audio","321.3875","160.2165"
"12","F2","pg","dvd","330.2000","165.9002"
"12","F2","pg","tv","283.1500","146.7920"
"12","Informational Search","flat","audio","329.8250","502.6012"
"12","Informational Search","flat","dvd","256.9125","415.2355"
"12","Informational Search","flat","tv","350.3625","552.5533"
"12","Informational Search","lioneer","audio","253.5125","434.3992"
"12","Informational Search","lioneer","dvd","289.1750","476.4012"
"12","Informational Search","lioneer","tv","356.5125","542.4708"
"12","Informational Search","pg","audio","309.6000","509.1918"
"12","Informational Search","pg","dvd","324.9750","531.8676"
"12","Informational Search","pg","tv","240.9625","404.8899"
"12","Non-Searching","flat","audio","8220.4750","884.3923"
"12","Non-Searching","flat","dvd","8413.8750","956.1249"
"12","Non-Searching","flat","tv","8361.6875","982.5298"
"12","Non-Searching","lioneer","audio","8407.3375","814.9065"
"12","Non-Searching","lioneer","dvd","8339.5375","889.4930"
"12","Non-Searching","lioneer","tv","8194.7625","985.5703"
"12","Non-Searching","pg","audio","8316.6000","984.5208"
"12","Non-Searching","pg","dvd","8290.3750","932.4571"
"12","Non-Searching","pg","tv","8558.4875","846.0273"
"12","Transacted","flat","audio","145.4250","72.1361"
"12","Transacted","flat","dvd","131.8625","66.8533"
"12","Transacted","flat","tv","125.2375","63.4741"
"12","Transacted","lioneer","audio","129.3500","61.9556"
"12","Transacted","lioneer","dvd","137.4375","68.8089"
"12","Transacted","lioneer","tv","142.9375","70.1547"
"12","Transacted","pg","audio","132.2250","58.6879"
"12","Transacted","pg","dvd","133.3625","74.5733"
"12","Transacted","pg","tv","115.9250","57.4001"
"13","F0","flat","audio","578.9750","398.0202"
"13","F0","flat","dvd","489.6625","387.3721"
"13","F0","flat","tv","530.9250","438.9109"
"13","F0","lioneer","audio","484.0750","347.1763"
"13","F0","lioneer","dvd","526.4500","410.6920"
"13","F0","lioneer","tv","577.4125","436.4744"
"13","F0","pg","audio","536.5000","432.0187"
"13","F0","pg","dvd","549.9625","419.1473"
"13","F0","pg","tv","455.3000","348.9168"
"13","F1","flat","audio","396.0125","198.6010"
"13","F1","flat","dvd","370.2500","223.0611"
"13","F1","flat","tv","367.1250","221.3960"
"13","F1","lioneer","audio","369.1750","200.3653"
"13","F1","lioneer","dvd","379.2750","200.5296"
"13","F1","lioneer","tv","406.7375","213.4025"
"13","F1","pg","audio","388.0625","227.1282"
"13","F1","pg","dvd","384.3125","223.7028"
"13","F1","pg","tv","330.8375","214.2286"
"13","F2","flat","audio","338.0125","167.7938"
"13","F2","flat","dvd","312.5500","166.8890"
"13","F2","flat","tv","309.7375","161.0073"
"13","F2","lioneer","audio","331.1375","164.8877"
"13","F2","lioneer","dvd","318.1875","154.8843"
"13","F2","lioneer","tv","349.5375","177.4503"
"13","F2","pg","audio","325.8875","166.0288"
"13","F2","pg","dvd","333.2125","162.2242"
"13","F2","pg","tv","282.2625","150.0865"
"13","Informational Search","flat","audio","240.8625","384.0592"
"13","Informational Search","flat","dvd","324.5000","518.1881"
"13","Informational Search","flat","tv","353.2875","541.3406"
"13","Informational Search","lioneer","audio","368.9625","576.1547"
"13","Informational Search","lioneer","dvd","279.1125","467.6791"
"13","Informational Search","lioneer","tv","346.8750","517.5009"
"13","Informational Search","pg","audio","292.8375","474.0767"
"13","Informational Search","pg","dvd","242.2250","399.8851"
"13","Informational Search","pg","tv","411.3875","610.1495"
"13","Non-Searching","flat","audio","8293.3500","850.6957"
"13","Non-Searching","flat","dvd","8362.6625","1006.4894"
"13","Non-Searching","flat","tv","8297.1750","1046.3687"
"13","Non-Searching","lioneer","audio","8310.5625","868.8778"
"13","Non-Searching","lioneer","dvd","8349.3625","864.4472"
"13","Non-Searching","lioneer","tv","8164.4875","996.7219"
"13","Non-Searching","pg","audio","8314.6375","1000.2674"
"13","Non-Searching","pg","dvd","8347.9750","877.9587"
"13","Non-Searching","pg","tv","8392.4875","939.2915"
"13","Transacted","flat","audio","152.7875","73.0106"
"13","Transacted","flat","dvd","140.3750","78.2068"
"13","Transacted","flat","tv","141.7500","69.1548"
"13","Transacted","lioneer","audio","136.0875","63.7938"
"13","Transacted","lioneer","dvd","147.6125","79.2973"
"13","Transacted","lioneer","tv","154.9500","75.9391"
"13","Transacted","pg","audio","142.0750","69.0170"
"13","Transacted","pg","dvd","142.3125","69.3011"
"13","Transacted","pg","tv","127.7250","64.1475"
"14","F0","flat","audio","528.8750","367.6074"
"14","F0","flat","dvd","516.6750","409.9231"
"14","F0","flat","tv","562.2875","466.4459"
"14","F0","lioneer","audio","536.6000","397.4994"
"14","F0","lioneer","dvd","516.1375","390.3692"
"14","F0","lioneer","tv","587.6875","428.8423"
"14","F0","pg","audio","531.3625","422.0394"
"14","F0","pg","dvd","510.4750","377.2538"
"14","F0","pg","tv","540.5500","416.9222"
"14","F1","flat","audio","396.1750","204.0201"
"14","F1","flat","dvd","370.6625","230.2135"
"14","F1","flat","tv","376.7125","235.0540"
"14","F1","lioneer","audio","369.9875","191.0831"
"14","F1","lioneer","dvd","377.0250","202.9534"
"14","F1","lioneer","tv","413.2125","229.0084"
"14","F1","pg","audio","386.1500","235.3900"
"14","F1","pg","dvd","381.8000","218.9943"
"14","F1","pg","tv","343.8125","209.1502"
"14","F2","flat","audio","339.4375","162.6627"
"14","F2","flat","dvd","316.5375","171.8487"
"14","F2","flat","tv","317.8125","167.6985"
"14","F2","lioneer","audio","337.5500","158.1214"
"14","F2","lioneer","dvd","322.8125","153.6315"
"14","F2","lioneer","tv","356.5250","177.7239"
"14","F2","pg","audio","331.3250","173.0094"
"14","F2","pg","dvd","331.2250","160.4567"
"14","F2","pg","tv","292.3625","160.6012"
"14","Informational Search","flat","audio","210.8250","361.4284"
"14","Informational Search","flat","dvd","303.6875","487.2491"
"14","Informational Search","flat","tv","298.0500","464.8485"
"14","Informational Search","lioneer","audio","186.3875","250.3475"
"14","Informational Search","lioneer","dvd","252.3500","432.2244"
"14","Informational Search","lioneer","tv","274.8500","431.0031"
"14","Informational Search","pg","audio","251.1750","416.7746"
"14","Informational Search","pg","dvd","202.3250","350.0742"
"14","Informational Search","pg","tv","427.1500","598.9820"
"14","Non-Searching","flat","audio","8382.4375","789.4651"
"14","Non-Searching","flat","dvd","8352.6500","963.0969"
"14","Non-Searching","flat","tv","8305.0250","1046.5942"
"14","Non-Searching","lioneer","audio","8428.4875","821.3936"
"14","Non-Searching","lioneer","dvd","8393.0000","853.7743"
"14","Non-Searching","lioneer","tv","8217.0000","993.4191"
"14","Non-Searching","pg","audio","8360.4875","970.8349"
"14","Non-Searching","pg","dvd","8432.6875","844.1475"
"14","Non-Searching","pg","tv","8261.4250","931.4505"
"14","Transacted","flat","audio","142.2500","66.3676"
"14","Transacted","flat","dvd","139.7875","74.8905"
"14","Transacted","flat","tv","140.1125","72.4113"
"14","Transacted","lioneer","audio","140.9875","68.0038"
"14","Transacted","lioneer","dvd","138.6750","66.0672"
"14","Transacted","lioneer","tv","150.7250","69.3787"
"14","Transacted","pg","audio","139.5000","69.2838"
"14","Transacted","pg","dvd","141.4875","71.7795"
"14","Transacted","pg","tv","134.7000","66.1285"
"15","F0","flat","audio","481.7875","333.1292"
"15","F0","flat","dvd","525.0000","402.0943"
"15","F0","flat","tv","550.8000","457.9673"
"15","F0","lioneer","audio","475.6125","356.0549"
"15","F0","lioneer","dvd","493.3625","388.3750"
"15","F0","lioneer","tv","552.6875","408.7546"
"15","F0","pg","audio","502.4000","392.8589"
"15","F0","pg","dvd","461.1375","355.2616"
"15","F0","pg","tv","604.4875","414.0485"
"15","F1","flat","audio","381.9125","201.6821"
"15","F1","flat","dvd","372.9750","227.1576"
"15","F1","flat","tv","385.0625","245.7712"
"15","F1","lioneer","audio","365.0750","197.9235"
"15","F1","lioneer","dvd","371.9000","205.4383"
"15","F1","lioneer","tv","413.3000","238.4329"
"15","F1","pg","audio","379.9125","238.1826"
"15","F1","pg","dvd","368.4375","212.9856"
"15","F1","pg","tv","372.5250","212.3977"
"15","F2","flat","audio","340.3625","160.9443"
"15","F2","flat","dvd","319.0750","172.7026"
"15","F2","flat","tv","320.7125","172.3039"
"15","F2","lioneer","audio","330.7125","158.1235"
"15","F2","lioneer","dvd","322.9000","149.6050"
"15","F2","lioneer","tv","358.6875","180.1801"
"15","F2","pg","audio","333.0125","177.7340"
"15","F2","pg","dvd","327.5125","158.8867"
"15","F2","pg","tv","300.8500","162.2356"
"15","Informational Search","flat","audio","336.5000","555.2252"
"15","Informational Search","flat","dvd","367.8125","560.6492"
"15","Informational Search","flat","tv","335.0375","522.9058"
"15","Informational Search","lioneer","audio","290.8000","492.8189"
"15","Informational Search","lioneer","dvd","207.2875","337.2919"
"15","Informational Search","lioneer","tv","272.0250","464.1824"
"15","Informational Search","pg","audio","288.3125","498.1625"
"15","Informational Search","pg","dvd","328.1000","549.6980"
"15","Informational Search","pg","tv","327.5750","472.0368"
"15","Non-Searching","flat","audio","8324.0000","861.8983"
"15","Non-Searching","flat","dvd","8277.8250","1036.5486"
"15","Non-Searching","flat","tv","8268.5750","1020.8939"
"15","Non-Searching","lioneer","audio","8406.3750","901.0417"
"15","Non-Searching","lioneer","dvd","8467.0125","822.3749"
"15","Non-Searching","lioneer","tv","8255.7000","924.9774"
"15","Non-Searching","pg","audio","8357.7125","970.3622"
"15","Non-Searching","pg","dvd","8376.9375","838.9384"
"15","Non-Searching","pg","tv","8251.4625","1009.0804"
"15","Transacted","flat","audio","135.4375","59.4094"
"15","Transacted","flat","dvd","137.3125","66.7294"
"15","Transacted","flat","tv","139.8125","72.0470"
"15","Transacted","lioneer","audio","131.4250","52.9683"
"15","Transacted","lioneer","dvd","137.5375","65.2001"
"15","Transacted","lioneer","tv","147.6000","73.5695"
"15","Transacted","pg","audio","138.6500","73.2661"
"15","Transacted","pg","dvd","137.8750","72.8024"
"15","Transacted","pg","tv","143.1000","71.4775"
"16","F0","flat","audio","517.5125","398.6538"
"16","F0","flat","dvd","563.0750","441.2073"
"16","F0","flat","tv","562.0500","423.4917"
"16","F0","lioneer","audio","490.0125","392.8366"
"16","F0","lioneer","dvd","455.2375","353.2170"
"16","F0","lioneer","tv","529.2875","381.0080"
"16","F0","pg","audio","506.2500","412.2040"
"16","F0","pg","dvd","500.1625","375.8446"
"16","F0","pg","tv","598.7375","432.1159"
"16","F1","flat","audio","377.2750","195.8324"
"16","F1","flat","dvd","383.0000","230.3434"
"16","F1","flat","tv","396.0500","249.1851"
"16","F1","lioneer","audio","360.4500","208.4489"
"16","F1","lioneer","dvd","362.1500","209.5789"
"16","F1","lioneer","tv","409.3625","234.0778"
"16","F1","pg","audio","377.8375","233.1084"
"16","F1","pg","dvd","364.1000","201.2419"
"16","F1","pg","tv","393.4125","224.3643"
"16","F2","flat","audio","347.9000","162.7606"
"16","F2","flat","dvd","331.7875","183.1854"
"16","F2","flat","tv","332.8500","185.8560"
"16","F2","lioneer","audio","334.2625","163.4566"
"16","F2","lioneer","dvd","326.4625","151.6866"
"16","F2","lioneer","tv","363.9125","180.3375"
"16","F2","pg","audio","340.0750","183.9646"
"16","F2","pg","dvd","335.6375","156.8155"
"16","F2","pg","tv","316.4375","175.3191"
"16","Informational Search","flat","audio","307.7875","484.8425"
"16","Informational Search","flat","dvd","281.5250","442.4417"
"16","Informational Search","flat","tv","226.1000","372.6145"
"16","Informational Search","lioneer","audio","219.3500","356.2672"
"16","Informational Search","lioneer","dvd","276.4750","476.7300"
"16","Informational Search","lioneer","tv","304.6375","478.2155"
"16","Informational Search","pg","audio","270.8500","448.8332"
"16","Informational Search","pg","dvd","278.5625","443.7870"
"16","Informational Search","pg","tv","340.2750","512.4597"
"16","Non-Searching","flat","audio","8312.0750","859.1586"
"16","Non-Searching","flat","dvd","8305.5500","1054.5876"
"16","Non-Searching","flat","tv","8351.3750","942.1876"
"16","Non-Searching","lioneer","audio","8470.0000","857.3358"
"16","Non-Searching","lioneer","dvd","8458.9125","906.1432"
"16","Non-Searching","lioneer","tv","8254.3875","966.2109"
"16","Non-Searching","pg","audio","8376.4875","961.4557"
"16","Non-Searching","pg","dvd","8392.1250","872.4538"
"16","Non-Searching","pg","tv","8224.8000","1009.3623"
"16","Transacted","flat","audio","137.4500","67.8668"
"16","Transacted","flat","dvd","135.0625","72.8875"
"16","Transacted","flat","tv","131.5750","66.3788"
"16","Transacted","lioneer","audio","125.9250","55.5493"
"16","Transacted","lioneer","dvd","120.7625","60.7075"
"16","Transacted","lioneer","tv","138.4125","70.9490"
"16","Transacted","pg","audio","128.5000","68.3941"
"16","Transacted","pg","dvd","129.4125","63.4304"
"16","Transacted","pg","tv","126.3375","62.0492"
"17","F0","flat","audio","528.3375","387.3178"
"17","F0","flat","dvd","541.7875","440.7184"
"17","F0","flat","tv","509.7500","384.6797"
"17","F0","lioneer","audio","458.5375","354.9638"
"17","F0","lioneer","dvd","464.4500","382.1035"
"17","F0","lioneer","tv","532.7750","396.7628"
"17","F0","pg","audio","498.8750","412.1952"
"17","F0","pg","dvd","496.3750","391.8921"
"17","F0","pg","tv","600.3250","414.7803"
"17","F1","flat","audio","378.3500","198.7827"
"17","F1","flat","dvd","385.7875","236.8709"
"17","F1","flat","tv","392.2125","241.3555"
"17","F1","lioneer","audio","351.9125","209.3414"
"17","F1","lioneer","dvd","352.4250","215.6172"
"17","F1","lioneer","tv","400.6375","226.2751"
"17","F1","pg","audio","373.3000","229.6361"
"17","F1","pg","dvd","363.6750","200.0403"
"17","F1","pg","tv","406.3750","233.6564"
"17","F2","flat","audio","345.3875","159.3541"
"17","F2","flat","dvd","332.1625","184.3217"
"17","F2","flat","tv","336.6750","189.0070"
"17","F2","lioneer","audio","330.4625","162.9606"
"17","F2","lioneer","dvd","325.0875","155.1279"
"17","F2","lioneer","tv","365.2750","184.3130"
"17","F2","pg","audio","338.5000","183.4137"
"17","F2","pg","dvd","335.7125","159.5925"
"17","F2","pg","tv","329.3875","187.9312"
"17","Informational Search","flat","audio","249.9750","403.2842"
"17","Informational Search","flat","dvd","235.8875","390.7203"
"17","Informational Search","flat","tv","256.0875","461.0199"
"17","Informational Search","lioneer","audio","245.7000","426.4372"
"17","Informational Search","lioneer","dvd","269.4125","433.1932"
"17","Informational Search","lioneer","tv","302.0500","499.4055"
"17","Informational Search","pg","audio","349.9375","547.1106"
"17","Informational Search","pg","dvd","271.5000","462.3508"
"17","Informational Search","pg","tv","335.2125","530.2774"
"17","Non-Searching","flat","audio","8355.7250","899.5590"
"17","Non-Searching","flat","dvd","8360.9500","972.1240"
"17","Non-Searching","flat","tv","8372.9750","842.0417"
"17","Non-Searching","lioneer","audio","8486.7000","841.0666"
"17","Non-Searching","lioneer","dvd","8457.2625","933.7027"
"17","Non-Searching","lioneer","tv","8252.7000","904.9485"
"17","Non-Searching","pg","audio","8303.6625","980.8981"
"17","Non-Searching","pg","dvd","8399.1625","883.3670"
"17","Non-Searching","pg","tv","8192.6375","1042.3823"
"17","Transacted","flat","audio","142.2250","64.7343"
"17","Transacted","flat","dvd","143.4250","85.8216"
"17","Transacted","flat","tv","132.3000","64.2862"
"17","Transacted","lioneer","audio","126.6875","62.0553"
"17","Transacted","lioneer","dvd","131.3625","73.0064"
"17","Transacted","lioneer","tv","146.5625","76.3151"
"17","Transacted","pg","audio","135.7250","67.1493"
"17","Transacted","pg","dvd","133.5750","67.4629"
"17","Transacted","pg","tv","136.0625","64.9620"
"18","F0","flat","audio","499.9125","385.7014"
"18","F0","flat","dvd","503.3125","375.1683"
"18","F0","flat","tv","491.1625","338.4649"
"18","F0","lioneer","audio","449.0250","344.4718"
"18","F0","lioneer","dvd","465.8250","381.8941"
"18","F0","lioneer","tv","531.0250","377.1632"
"18","F0","pg","audio","536.7500","428.0239"
"18","F0","pg","dvd","492.9500","398.6518"
"18","F0","pg","tv","596.3750","447.7643"
"18","F1","flat","audio","374.0875","211.1815"
"18","F1","flat","dvd","380.2500","239.0104"
"18","F1","flat","tv","380.1875","219.7388"
"18","F1","lioneer","audio","344.0000","205.6656"
"18","F1","lioneer","dvd","344.2875","218.1549"
"18","F1","lioneer","tv","394.1500","217.5471"
"18","F1","pg","audio","375.3875","228.9525"
"18","F1","pg","dvd","361.0375","198.7265"
"18","F1","pg","tv","413.5500","232.3489"
"18","F2","flat","audio","338.1000","161.7956"
"18","F2","flat","dvd","327.0625","184.0220"
"18","F2","flat","tv","335.9125","187.2079"
"18","F2","lioneer","audio","322.4000","160.2431"
"18","F2","lioneer","dvd","316.2875","157.2703"
"18","F2","lioneer","tv","356.9625","179.7699"
"18","F2","pg","audio","337.3250","179.2902"
"18","F2","pg","dvd","329.5750","154.8342"
"18","F2","pg","tv","336.9000","193.0399"
"18","Informational Search","flat","audio","302.6750","491.9001"
"18","Informational Search","flat","dvd","405.7875","629.4495"
"18","Informational Search","flat","tv","307.7750","499.0685"
"18","Informational Search","lioneer","audio","338.7875","547.1961"
"18","Informational Search","lioneer","dvd","251.0000","415.2708"
"18","Informational Search","lioneer","tv","365.0125","568.0951"
"18","Informational Search","pg","audio","272.9750","426.1476"
"18","Informational Search","pg","dvd","234.6875","393.9631"
"18","Informational Search","pg","tv","366.3000","553.9456"
"18","Non-Searching","flat","audio","8341.3750","944.2623"
"18","Non-Searching","flat","dvd","8238.2875","1000.3666"
"18","Non-Searching","flat","tv","8344.1000","869.3996"
"18","Non-Searching","lioneer","audio","8412.1375","836.4557"
"18","Non-Searching","lioneer","dvd","8480.2000","945.9909"
"18","Non-Searching","lioneer","tv","8194.5000","893.8060"
"18","Non-Searching","pg","audio","8328.3750","1007.5175"
"18","Non-Searching","pg","dvd","8441.3375","841.7921"
"18","Non-Searching","pg","tv","8135.9000","1092.0113"
"18","Transacted","flat","audio","143.8500","66.4523"
"18","Transacted","flat","dvd","145.3000","74.7844"
"18","Transacted","flat","tv","140.8625","62.2629"
"18","Transacted","lioneer","audio","133.6500","62.5868"
"18","Transacted","lioneer","dvd","142.4000","73.1298"
"18","Transacted","lioneer","tv","158.3500","74.3347"
"18","Transacted","pg","audio","149.1875","77.3169"
"18","Transacted","pg","dvd","140.4125","67.7589"
"18","Transacted","pg","tv","150.9750","74.5924"
"19","F0","flat","audio","509.2125","411.0015"
"19","F0","flat","dvd","570.6250","442.7506"
"19","F0","flat","tv","508.7875","366.9309"
"19","F0","lioneer","audio","492.6250","366.0483"
"19","F0","lioneer","dvd","459.5250","382.3668"
"19","F0","lioneer","tv","567.9625","394.9344"
"19","F0","pg","audio","518.5125","417.6634"
"19","F0","pg","dvd","467.9250","364.8572"
"19","F0","pg","tv","614.9250","475.4951"
"19","F1","flat","audio","372.5125","222.5631"
"19","F1","flat","dvd","383.1875","223.2326"
"19","F1","flat","tv","375.8750","204.6886"
"19","F1","lioneer","audio","344.8500","194.5333"
"19","F1","lioneer","dvd","340.6625","223.0712"
"19","F1","lioneer","tv","396.9625","206.2114"
"19","F1","pg","audio","377.1625","238.2234"
"19","F1","pg","dvd","355.0875","201.5481"
"19","F1","pg","tv","421.4000","243.9813"
"19","F2","flat","audio","337.0875","165.5046"
"19","F2","flat","dvd","335.7625","184.8253"
"19","F2","flat","tv","339.9875","186.3752"
"19","F2","lioneer","audio","321.0500","157.0516"
"19","F2","lioneer","dvd","313.6875","168.6122"
"19","F2","lioneer","tv","358.5625","176.1826"
"19","F2","pg","audio","337.7625","182.6666"
"19","F2","pg","dvd","328.0750","156.3999"
"19","F2","pg","tv","348.5000","196.6363"
"19","Informational Search","flat","audio","279.1000","454.9697"
"19","Informational Search","flat","dvd","410.5000","594.4152"
"19","Informational Search","flat","tv","265.5750","441.0670"
"19","Informational Search","lioneer","audio","339.1625","526.2355"
"19","Informational Search","lioneer","dvd","330.9000","543.1321"
"19","Informational Search","lioneer","tv","170.8000","216.2780"
"19","Informational Search","pg","audio","367.1750","569.5364"
"19","Informational Search","pg","dvd","311.6000","517.0142"
"19","Informational Search","pg","tv","271.7250","427.6910"
"19","Non-Searching","flat","audio","8359.5375","924.7021"
"19","Non-Searching","flat","dvd","8152.9250","1033.6404"
"19","Non-Searching","flat","tv","8372.4375","825.8380"
"19","Non-Searching","lioneer","audio","8361.3500","930.4049"
"19","Non-Searching","lioneer","dvd","8425.2250","987.6259"
"19","Non-Searching","lioneer","tv","8352.2625","776.3187"
"19","Non-Searching","pg","audio","8259.7875","1045.7294"
"19","Non-Searching","pg","dvd","8406.7625","844.0701"
"19","Non-Searching","pg","tv","8196.0750","999.4088"
"19","Transacted","flat","audio","142.5500","68.2686"
"19","Transacted","flat","dvd","147.0000","69.0782"
"19","Transacted","flat","tv","137.3375","63.9822"
"19","Transacted","lioneer","audio","140.9625","75.5218"
"19","Transacted","lioneer","dvd","130.0000","70.0532"
"19","Transacted","lioneer","tv","153.4500","69.7262"
"19","Transacted","pg","audio","139.6000","77.5791"
"19","Transacted","pg","dvd","130.5500","62.2768"
"19","Transacted","pg","tv","147.3750","65.8026"
"20","F0","flat","audio","506.8250","392.7459"
"20","F0","flat","dvd","622.4500","483.7734"
"20","F0","flat","tv","495.5875","352.4543"
